时间,位移,载荷,压缩应变 (位移),压缩应力,循环计数
(s),(mm),(N),(%),(MPa),
54.1,4.50842,35.76322,44.02758,0.35207,0
54.2,4.51669,35.82934,44.10828,0.35272,0
54.3,4.52495,35.90308,44.18898,0.35344,0
54.4,4.53322,35.99414,44.26968,0.35434,0
54.5,4.54195,36.04705,44.355,0.35486,0
54.6,4.55021,36.14935,44.43569,0.35587,0
54.7,4.55848,36.17574,44.5164,0.35613,0
54.8,4.5671,36.23843,44.60056,0.35674,0
54.9,4.57524,36.325,44.68011,0.3576,0
55,4.58339,36.39604,44.75965,0.3583,0
55.1,4.59189,36.44146,44.84267,0.35874,0
55.2,4.60004,36.51217,44.92222,0.35944,0
55.3,4.60853,36.59914,45.00522,0.3603,0
55.4,4.6168,36.65879,45.08593,0.36088,0
55.5,4.62506,36.7031,45.16663,0.36132,0
55.6,4.63356,36.78103,45.24963,0.36209,0
55.7,4.64171,36.8627,45.32918,0.36289,0
55.8,4.64985,36.91204,45.40873,0.36338,0
55.9,4.65859,37.04236,45.49405,0.36466,0
56,4.66685,37.05686,45.57475,0.3648,0
56.1,4.67512,37.1664,45.65545,0.36588,0
56.2,4.68374,37.24733,45.73961,0.36668,0
56.3,4.69188,37.32729,45.81916,0.36746,0
56.4,4.70038,37.3948,45.90217,0.36813,0
56.5,4.70853,37.46815,45.98172,0.36885,0
56.6,4.71656,37.51683,46.06012,0.36933,0
56.7,4.72529,37.59542,46.14543,0.3701,0
56.8,4.73344,37.67213,46.22498,0.37086,0
56.9,4.7417,37.75731,46.30568,0.3717,0
57,4.75032,37.7891,46.38985,0.37201,0
57.1,4.75835,37.87097,46.46823,0.37282,0
57.2,4.76685,37.96828,46.55125,0.37377,0
57.3,4.77499,38.01475,46.6308,0.37423,0
57.4,4.78326,38.09311,46.7115,0.375,0
57.5,4.79187,38.18996,46.79565,0.37596,0
57.6,4.80037,38.27187,46.87866,0.37676,0
57.7,4.80864,38.31891,46.95937,0.37723,0
57.8,4.81714,38.39924,47.04237,0.37802,0
57.9,4.82517,38.50129,47.12077,0.37902,0
58,4.83343,38.52991,47.20147,0.3793,0
58.1,4.84158,38.63211,47.28102,0.38031,0
58.2,4.84996,38.68671,47.36288,0.38085,0
58.3,4.85846,38.77817,47.44588,0.38175,0
58.4,4.86672,38.86616,47.52659,0.38261,0
58.5,4.8751,38.93495,47.60844,0.38329,0
58.6,4.88384,39.00705,47.69376,0.384,0
58.7,4.89175,39.07239,47.77099,0.38464,0
58.8,4.90001,39.14844,47.8517,0.38539,0
58.9,4.90851,39.24248,47.93471,0.38632,0
59,4.9169,39.35039,48.01657,0.38738,0
59.1,4.9254,39.41806,48.09957,0.38805,0
59.2,4.93354,39.5037,48.17912,0.38889,0
59.3,4.94181,39.59243,48.25983,0.38976,0
59.4,4.95031,39.65956,48.34283,0.39042,0
59.5,4.95845,39.72338,48.42238,0.39105,0
59.6,4.96648,39.80585,48.50077,0.39186,0
59.7,4.9751,39.88141,48.58494,0.39261,0
59.8,4.98336,39.99001,48.66564,0.39368,0
59.9,4.99186,40.06179,48.74864,0.39438,0
60,5.00013,40.13567,48.82935,0.39511,0
60.1,5.00851,40.22945,48.91121,0.39603,0
60.2,5.01701,40.33099,48.99421,0.39703,0
60.3,5.02492,40.39625,49.07146,0.39768,0
60.4,5.03342,40.5039,49.15446,0.39874,0
60.5,5.04215,40.57534,49.23978,0.39944,0
60.6,5.05018,40.69238,49.31817,0.40059,0
60.7,5.05892,40.77147,49.40348,0.40137,0
60.8,5.06706,40.86393,49.48303,0.40228,0
60.9,5.07509,40.93164,49.56143,0.40295,0
61,5.08347,41.04569,49.64328,0.40407,0
61.1,5.0915,41.10417,49.72167,0.40465,0
61.2,5.1,41.20759,49.8047,0.40566,0
61.3,5.10874,41.32796,49.89001,0.40685,0
61.4,5.11665,41.40518,49.96725,0.40761,0
61.44,5.12007,41.42073,50.00068,0.40776,0
61.442,5.12019,41.42284,50.00184,0.40778,0
61.444,5.12042,41.42487,50.00414,0.4078,0
61.544,5.11913,41.34521,49.99146,0.40702,0.5
61.644,5.10638,40.95235,49.86695,0.40315,0.5
61.744,5.09516,40.57013,49.75742,0.39939,0.5
61.844,5.0869,40.28496,49.67672,0.39658,0.5
61.944,5.07851,40.02037,49.59486,0.39398,0.5
62.044,5.07013,39.75748,49.51301,0.39139,0.5
62.144,5.06175,39.53624,49.43116,0.38921,0.5
62.244,5.05313,39.30324,49.34699,0.38692,0.5
62.344,5.04499,39.04695,49.26744,0.38439,0.5
62.444,5.03672,38.86619,49.18674,0.38261,0.5
62.544,5.02822,38.61913,49.10373,0.38018,0.5
62.644,5.02008,38.40103,49.02418,0.37803,0.5
62.744,5.01181,38.19745,48.94348,0.37603,0.5
62.844,5.00331,38.01553,48.86048,0.37424,0.5
62.944,4.99481,37.79945,48.77747,0.37211,0.5
63.044,4.98678,37.62456,48.69907,0.37039,0.5
63.144,4.9784,37.4094,48.61722,0.36827,0.5
63.244,4.97026,37.20166,48.53767,0.36623,0.5
63.344,4.96176,37.02753,48.45466,0.36451,0.5
63.444,4.95361,36.82225,48.37511,0.36249,0.5
63.544,4.94499,36.66929,48.29095,0.36099,0.5
63.644,4.93649,36.42237,48.20794,0.35856,0.5
63.744,4.92835,36.26992,48.12839,0.35705,0.5
63.844,4.91997,36.07538,48.04654,0.35514,0.5
63.944,4.91147,35.92741,47.96353,0.35368,0.5
64.044,4.90332,35.69435,47.88398,0.35139,0.5
64.144,4.89494,35.56424,47.80213,0.35011,0.5
64.244,4.88679,35.42687,47.72258,0.34876,0.5
64.344,4.87841,35.21741,47.64072,0.34669,0.5
64.444,4.87003,35.05771,47.55886,0.34512,0.5
64.544,4.86176,34.88045,47.47816,0.34338,0.5
64.644,4.8535,34.72291,47.39746,0.34183,0.5
64.744,4.84512,34.56875,47.31561,0.34031,0.5
64.844,4.83685,34.42102,47.2349,0.33885,0.5
64.944,4.82847,34.23708,47.15305,0.33704,0.5
65.044,4.82009,34.11442,47.07119,0.33584,0.5
65.144,4.81159,33.94761,46.98819,0.33419,0.5
65.244,4.80309,33.79884,46.90518,0.33273,0.5
65.344,4.79494,33.65644,46.82563,0.33133,0.5
65.444,4.78644,33.47881,46.74262,0.32958,0.5
65.544,4.7783,33.34715,46.66307,0.32828,0.5
65.644,4.77015,33.19601,46.58352,0.32679,0.5
65.744,4.76177,33.03855,46.50167,0.32524,0.5
65.844,4.75339,32.90195,46.41981,0.3239,0.5
65.944,4.74513,32.74933,46.33912,0.3224,0.5
66.044,4.73674,32.61414,46.25726,0.32107,0.5
66.144,4.7286,32.47361,46.17771,0.31968,0.5
66.244,4.71998,32.35062,46.09355,0.31847,0.5
66.344,4.7116,32.1917,46.0117,0.31691,0.5
66.444,4.70345,32.06779,45.93215,0.31569,0.5
66.544,4.69483,31.9301,45.84798,0.31433,0.5
66.644,4.68645,31.76588,45.76613,0.31272,0.5
66.744,4.67842,31.66491,45.68773,0.31172,0.5
66.844,4.66981,31.46604,45.60357,0.30976,0.5
66.944,4.66166,31.38613,45.52402,0.30898,0.5
67.044,4.6534,31.24441,45.44332,0.30758,0.5
67.144,4.64501,31.10121,45.36147,0.30617,0.5
67.244,4.63687,30.99706,45.28192,0.30515,0.5
67.344,4.62837,30.87012,45.19891,0.3039,0.5
67.444,4.61999,30.73394,45.11705,0.30256,0.5
67.544,4.61196,30.60224,45.03866,0.30126,0.5
67.644,4.60334,30.45282,44.95449,0.29979,0.5
67.744,4.59508,30.35172,44.87379,0.29879,0.5
67.844,4.58681,30.19783,44.79309,0.29728,0.5
67.944,4.57831,30.09867,44.71009,0.2963,0.5
68.044,4.56993,29.94522,44.62823,0.29479,0.5
68.144,4.56143,29.81624,44.54522,0.29352,0.5
68.244,4.55305,29.69106,44.46337,0.29229,0.5
68.344,4.54514,29.60934,44.38613,0.29149,0.5
68.444,4.53664,29.47386,44.30311,0.29015,0.5
68.544,4.52826,29.3272,44.22126,0.28871,0.5
68.644,4.52023,29.2186,44.14287,0.28764,0.5
68.744,4.51185,29.11187,44.06101,0.28659,0.5
68.844,4.50335,29.00726,43.978,0.28556,0.5
68.944,4.49497,28.86865,43.89615,0.28419,0.5
69.044,4.4867,28.77591,43.81545,0.28328,0.5
69.144,4.47856,28.64169,43.7359,0.28196,0.5
69.244,4.46994,28.52874,43.65174,0.28085,0.5
69.344,4.46144,28.36706,43.56872,0.27926,0.5
69.444,4.45353,28.32005,43.49149,0.27879,0.5
69.544,4.44491,28.19188,43.40732,0.27753,0.5
69.644,4.43653,28.08517,43.32547,0.27648,0.5
69.744,4.42815,27.98173,43.24361,0.27546,0.5
69.844,4.42,27.85439,43.16407,0.27421,0.5
69.944,4.41162,27.77731,43.08221,0.27345,0.5
70.044,4.40324,27.60062,43.00036,0.27171,0.5
70.144,4.39509,27.52205,42.92081,0.27094,0.5
70.244,4.38694,27.42039,42.84126,0.26994,0.5
70.344,4.37833,27.33625,42.7571,0.26911,0.5
70.444,4.37018,27.20902,42.67755,0.26786,0.5
70.544,4.36168,27.1157,42.59454,0.26694,0.5
70.644,4.3533,27.00293,42.51268,0.26583,0.5
70.744,4.34492,26.88073,42.43083,0.26462,0.5
70.844,4.33653,26.78499,42.34897,0.26368,0.5
70.944,4.32827,26.68451,42.26827,0.26269,0.5
71.044,4.32001,26.57485,42.18757,0.26161,0.5
71.144,4.31139,26.48701,42.10341,0.26075,0.5
71.244,4.30324,26.35927,42.02386,0.25949,0.5
71.344,4.29522,26.29125,41.94547,0.25882,0.5
71.444,4.2866,26.19294,41.8613,0.25785,0.5
71.544,4.27845,26.08092,41.78175,0.25675,0.5
71.644,4.27007,25.99635,41.6999,0.25592,0.5
71.744,4.26181,25.87305,41.6192,0.2547,0.5
71.844,4.25354,25.80217,41.53849,0.25401,0.5
71.944,4.24481,25.69498,41.45318,0.25295,0.5
72.044,4.23654,25.58366,41.37248,0.25186,0.5
72.144,4.22851,25.51,41.29409,0.25113,0.5
72.244,4.21978,25.39798,41.20877,0.25003,0.5
72.344,4.21163,25.31843,41.12922,0.24924,0.5
72.444,4.20325,25.22551,41.04736,0.24833,0.5
72.544,4.19487,25.13164,40.96551,0.24741,0.5
72.644,4.18672,25.06244,40.88596,0.24672,0.5
72.744,4.17822,24.93221,40.80295,0.24544,0.5
72.844,4.16984,24.88228,40.7211,0.24495,0.5
72.944,4.16193,24.77318,40.64385,0.24388,0.5
73.044,4.15319,24.68789,40.55854,0.24304,0.5
73.144,4.14517,24.62029,40.48015,0.24237,0.5
73.244,4.13702,24.51727,40.4006,0.24136,0.5
73.344,4.1284,24.42279,40.31644,0.24043,0.5
73.444,4.12002,24.37159,40.23458,0.23992,0.5
73.544,4.11152,24.25253,40.15157,0.23875,0.5
73.644,4.10326,24.19351,40.07087,0.23817,0.5
73.744,4.09499,24.09775,39.99017,0.23723,0.5
73.844,4.08649,24.03791,39.90716,0.23664,0.5
73.944,4.07823,23.91732,39.82646,0.23545,0.5
74.044,4.07008,23.84245,39.74691,0.23471,0.5
74.144,4.06158,23.74532,39.6639,0.23376,0.5
74.244,4.05332,23.67789,39.5832,0.23309,0.5
74.344,4.04506,23.58886,39.5025,0.23222,0.5
74.444,4.03667,23.52721,39.42065,0.23161,0.5
74.544,4.02841,23.45445,39.33994,0.23089,0.5
74.644,4.02003,23.33789,39.25808,0.22975,0.5
74.744,4.01176,23.26814,39.17738,0.22906,0.5
74.844,4.00362,23.20088,39.09784,0.2284,0.5
74.944,3.99488,23.0944,39.01252,0.22735,0.5
75.044,3.98662,22.99713,38.93182,0.22639,0.5
75.144,3.97824,22.91,38.84996,0.22553,0.5
75.244,3.96997,22.88146,38.76926,0.22525,0.5
75.344,3.96159,22.81364,38.68741,0.22459,0.5
75.444,3.95344,22.71757,38.60786,0.22364,0.5
75.544,3.94494,22.63661,38.52485,0.22284,0.5
75.644,3.93668,22.57844,38.44415,0.22227,0.5
75.744,3.9283,22.48705,38.36229,0.22137,0.5
75.844,3.92015,22.42558,38.28274,0.22077,0.5
75.944,3.91177,22.30919,38.20089,0.21962,0.5
76.044,3.90339,22.25741,38.11903,0.21911,0.5
76.144,3.89524,22.19123,38.03948,0.21846,0.5
76.244,3.88662,22.15515,37.95532,0.2181,0.5
76.344,3.87824,22.01832,37.87346,0.21676,0.5
76.444,3.86986,21.97053,37.79161,0.21629,0.5
76.544,3.86148,21.87489,37.70976,0.21534,0.5
76.644,3.85333,21.81965,37.63021,0.2148,0.5
76.744,3.84483,21.73436,37.5472,0.21396,0.5
76.844,3.83657,21.686,37.4665,0.21349,0.5
76.944,3.82842,21.60937,37.38695,0.21273,0.5
77.044,3.81992,21.55111,37.30394,0.21216,0.5
77.144,3.81154,21.48062,37.22209,0.21146,0.5
77.244,3.80351,21.39734,37.14369,0.21064,0.5
77.344,3.79501,21.32796,37.06068,0.20996,0.5
77.444,3.78675,21.23536,36.97998,0.20905,0.5
77.544,3.77849,21.20157,36.89928,0.20872,0.5
77.644,3.76987,21.13438,36.81512,0.20805,0.5
77.744,3.76172,21.06991,36.73557,0.20742,0.5
77.844,3.75322,20.97444,36.65256,0.20648,0.5
77.944,3.74484,20.93085,36.5707,0.20605,0.5
78.044,3.73669,20.84191,36.49116,0.20518,0.5
78.144,3.72819,20.77275,36.40815,0.20449,0.5
78.244,3.71981,20.72336,36.32629,0.20401,0.5
78.344,3.7119,20.66436,36.24905,0.20343,0.5
78.444,3.70328,20.58469,36.16489,0.20264,0.5
78.544,3.69502,20.50071,36.08419,0.20182,0.5
78.644,3.68676,20.45036,36.00349,0.20132,0.5
78.744,3.67826,20.35071,35.92048,0.20034,0.5
78.844,3.67011,20.28417,35.84093,0.19969,0.5
78.944,3.66173,20.23171,35.75907,0.19917,0.5
79.044,3.65323,20.18211,35.67607,0.19868,0.5
79.144,3.64508,20.12237,35.59652,0.19809,0.5
79.244,3.63647,20.02464,35.51236,0.19713,0.5
79.344,3.6282,19.97828,35.43165,0.19667,0.5
79.444,3.62017,19.93443,35.35326,0.19624,0.5
79.544,3.61156,19.82633,35.2691,0.19518,0.5
79.644,3.60329,19.79606,35.1884,0.19488,0.5
79.744,3.59491,19.76241,35.10654,0.19455,0.5
79.844,3.58653,19.67711,35.02469,0.19371,0.5
79.944,3.5785,19.59538,34.94629,0.1929,0.5
80.044,3.57012,19.53666,34.86443,0.19233,0.5
80.144,3.56174,19.49909,34.78258,0.19196,0.5
80.244,3.55359,19.39485,34.70303,0.19093,0.5
80.344,3.54509,19.3484,34.62002,0.19047,0.5
80.444,3.53683,19.29588,34.53932,0.18996,0.5
80.544,3.52833,19.20833,34.45631,0.18909,0.5
80.644,3.51994,19.18036,34.37446,0.18882,0.5
80.744,3.51168,19.12313,34.29375,0.18826,0.5
80.844,3.50318,19.04478,34.21075,0.18748,0.5
80.944,3.49468,18.97824,34.12774,0.18683,0.5
81.044,3.48677,18.91192,34.05049,0.18618,0.5
81.144,3.47839,18.86813,33.96864,0.18575,0.5
81.244,3.47001,18.78533,33.88679,0.18493,0.5
81.344,3.46174,18.73059,33.80608,0.18439,0.5
81.444,3.45348,18.69474,33.72538,0.18404,0.5
81.544,3.4451,18.62966,33.64353,0.1834,0.5
81.644,3.43672,18.57388,33.56167,0.18285,0.5
81.744,3.42845,18.51245,33.48097,0.18224,0.5
81.844,3.42019,18.41717,33.40027,0.18131,0.5
81.944,3.41157,18.4058,33.31611,0.18119,0.5
82.044,3.40331,18.31462,33.23541,0.1803,0.5
82.144,3.39504,18.27765,33.1547,0.17993,0.5
82.244,3.38654,18.18235,33.0717,0.17899,0.5
82.344,3.37828,18.16258,32.99099,0.1788,0.5
82.444,3.36978,18.09301,32.90799,0.17811,0.5
82.544,3.36163,18.05049,32.82844,0.1777,0.5
82.644,3.35337,18.00004,32.74774,0.1772,0.5
82.744,3.34487,17.93795,32.66473,0.17659,0.5
82.844,3.3366,17.89786,32.58403,0.17619,0.5
82.944,3.32858,17.83321,32.50563,0.17556,0.5
83.044,3.32008,17.78712,32.42262,0.1751,0.5
83.144,3.31193,17.71288,32.34307,0.17437,0.5
83.244,3.30319,17.66705,32.25776,0.17392,0.5
83.344,3.29493,17.57878,32.17705,0.17305,0.5
83.444,3.28678,17.5529,32.0975,0.1728,0.5
83.544,3.27817,17.50447,32.01335,0.17232,0.5
83.644,3.26978,17.44169,31.93149,0.1717,0.5
83.744,3.26187,17.4066,31.85425,0.17136,0.5
83.844,3.25302,17.32118,31.76778,0.17052,0.5
83.944,3.24499,17.2695,31.68938,0.17001,0.5
84.044,3.23673,17.25618,31.60868,0.16988,0.5
84.144,3.22823,17.17997,31.52568,0.16913,0.5
84.244,3.2202,17.12738,31.44728,0.16861,0.5
84.344,3.2117,17.07256,31.36427,0.16807,0.5
84.444,3.20344,17.02444,31.28357,0.1676,0.5
84.544,3.19529,16.95606,31.20402,0.16692,0.5
84.644,3.18667,16.90491,31.11986,0.16642,0.5
84.744,3.17829,16.86121,31.03801,0.16599,0.5
84.844,3.17015,16.83062,30.95846,0.16569,0.5
84.944,3.16153,16.75888,30.8743,0.16498,0.5
85.044,3.15326,16.74136,30.79359,0.16481,0.5
85.144,3.145,16.69607,30.71289,0.16436,0.5
85.244,3.1365,16.61885,30.62989,0.1636,0.5
85.344,3.12847,16.59336,30.55149,0.16335,0.5
85.444,3.11985,16.52238,30.46733,0.16265,0.5
85.544,3.11159,16.45041,30.38663,0.16194,0.5
85.644,3.10356,16.40177,30.30823,0.16147,0.5
85.744,3.09494,16.36866,30.22407,0.16114,0.5
85.844,3.08668,16.33427,30.14337,0.1608,0.5
85.944,3.07865,16.25322,30.06497,0.16,0.5
86.044,3.07015,16.18452,29.98196,0.15933,0.5
86.144,3.06165,16.20626,29.89895,0.15954,0.5
86.244,3.05327,16.10978,29.8171,0.15859,0.5
86.344,3.04477,16.05132,29.73409,0.15802,0.5
86.444,3.03674,16.01323,29.65569,0.15764,0.5
86.544,3.02813,15.95995,29.57153,0.15712,0.5
86.644,3.01986,15.90655,29.49083,0.15659,0.5
86.744,3.01172,15.88884,29.41128,0.15642,0.5
86.844,3.00345,15.83784,29.33058,0.15591,0.5
86.944,2.99507,15.77702,29.24873,0.15532,0.5
87.044,2.98657,15.7399,29.16572,0.15495,0.5
87.144,2.97831,15.67024,29.08502,0.15426,0.5
87.244,2.97028,15.60657,29.00662,0.15364,0.5
87.344,2.96178,15.59331,28.92361,0.15351,0.5
87.444,2.95351,15.53339,28.84291,0.15292,0.5
87.544,2.94513,15.45949,28.76106,0.15219,0.5
87.644,2.93663,15.41754,28.67805,0.15178,0.5
87.744,2.92813,15.37742,28.59504,0.15138,0.5
87.844,2.91987,15.32493,28.51434,0.15086,0.5
87.944,2.91149,15.27149,28.43248,0.15034,0.5
88.044,2.90334,15.24368,28.35293,0.15006,0.5
88.144,2.89484,15.15979,28.26993,0.14924,0.5
88.244,2.88669,15.16557,28.19038,0.1493,0.5
88.344,2.87855,15.07031,28.11083,0.14836,0.5
88.444,2.86993,15.05939,28.02666,0.14825,0.5
88.544,2.86178,15.01805,27.94712,0.14784,0.5
88.644,2.85328,14.95932,27.86411,0.14727,0.5
88.744,2.84502,14.93911,27.78341,0.14707,0.5
88.844,2.83688,14.86146,27.70386,0.1463,0.5
88.944,2.82826,14.82899,27.6197,0.14598,0.5
89.044,2.81999,14.79063,27.53899,0.1456,0.5
89.144,2.81185,14.72125,27.45945,0.14492,0.5
89.244,2.80299,14.69028,27.37298,0.14462,0.5
89.344,2.79485,14.59871,27.29343,0.14372,0.5
89.444,2.78647,14.59673,27.21158,0.1437,0.5
89.544,2.77832,14.52778,27.13203,0.14302,0.5
89.644,2.77017,14.53628,27.05248,0.1431,0.5
89.744,2.76167,14.42391,26.96947,0.14199,0.5
89.844,2.75329,14.40601,26.88762,0.14182,0.5
89.944,2.74526,14.37653,26.80922,0.14153,0.5
90.044,2.73641,14.34537,26.72275,0.14122,0.5
90.144,2.72838,14.26007,26.64436,0.14038,0.5
90.244,2.72035,14.23642,26.56596,0.14015,0.5
90.344,2.71174,14.19558,26.4818,0.13975,0.5
90.444,2.70347,14.13236,26.4011,0.13912,0.5
90.544,2.69497,14.1058,26.31809,0.13886,0.5
90.644,2.68647,14.07436,26.23508,0.13855,0.5
90.744,2.67821,14.01871,26.15438,0.13801,0.5
90.844,2.66983,13.96246,26.07253,0.13745,0.5
90.944,2.66156,13.90438,25.99182,0.13688,0.5
91.044,2.65342,13.89154,25.91227,0.13675,0.5
91.144,2.64492,13.85331,25.82926,0.13638,0.5
91.244,2.63677,13.81324,25.74972,0.13598,0.5
91.344,2.62851,13.75585,25.66901,0.13542,0.5
91.444,2.61989,13.74568,25.58486,0.13532,0.5
91.544,2.61174,13.66971,25.5053,0.13457,0.5
91.644,2.60348,13.62413,25.4246,0.13412,0.5
91.744,2.5951,13.5912,25.34275,0.1338,0.5
91.844,2.58695,13.57823,25.2632,0.13367,0.5
91.944,2.57833,13.51665,25.17904,0.13306,0.5
92.044,2.56983,13.43581,25.09603,0.13227,0.5
92.144,2.56145,13.42257,25.01417,0.13214,0.5
92.244,2.55319,13.36415,24.93348,0.13156,0.5
92.344,2.54492,13.35215,24.85277,0.13144,0.5
92.444,2.53666,13.2802,24.77207,0.13074,0.5
92.544,2.5284,13.27053,24.69137,0.13064,0.5
92.644,2.52025,13.21234,24.61182,0.13007,0.5
92.744,2.51163,13.1973,24.52766,0.12992,0.5
92.844,2.50337,13.17464,24.44696,0.1297,0.5
92.944,2.4951,13.09586,24.36625,0.12892,0.5
93.044,2.48672,13.06209,24.2844,0.12859,0.5
93.144,2.47846,13.02239,24.2037,0.1282,0.5
93.244,2.46996,12.98524,24.12069,0.12783,0.5
93.344,2.46169,12.9257,24.03999,0.12725,0.5
93.444,2.45343,12.86927,23.95928,0.12669,0.5
93.544,2.44481,12.8627,23.87512,0.12663,0.5
93.644,2.43655,12.78885,23.79442,0.1259,0.5
93.744,2.42828,12.76205,23.71372,0.12563,0.5
93.844,2.42002,12.71504,23.63302,0.12517,0.5
93.944,2.41176,12.69511,23.55231,0.12498,0.5
94.044,2.40337,12.6565,23.47046,0.1246,0.5
94.144,2.39511,12.61925,23.38976,0.12423,0.5
94.244,2.38685,12.60804,23.30906,0.12412,0.5
94.344,2.37823,12.55336,23.2249,0.12358,0.5
94.444,2.36997,12.51203,23.14419,0.12317,0.5
94.544,2.36182,12.45805,23.06464,0.12264,0.5
94.644,2.3532,12.43287,22.98048,0.12239,0.5
94.744,2.34494,12.3978,22.89978,0.12205,0.5
94.844,2.33667,12.34279,22.81908,0.12151,0.5
94.944,2.32841,12.30042,22.73838,0.12109,0.5
95.044,2.32026,12.26773,22.65883,0.12077,0.5
95.144,2.31141,12.26611,22.57236,0.12075,0.5
95.244,2.30303,12.18018,22.49051,0.11991,0.5
95.344,2.29512,12.17008,22.41326,0.11981,0.5
95.444,2.2865,12.11957,22.3291,0.11931,0.5
95.544,2.27824,12.07632,22.2484,0.11888,0.5
95.644,2.27021,12.01826,22.17,0.11831,0.5
95.744,2.26159,12.00126,22.08585,0.11815,0.5
95.844,2.25356,11.96876,22.00745,0.11783,0.5
95.944,2.24506,11.91776,21.92444,0.11732,0.5
96.044,2.23644,11.86134,21.84028,0.11677,0.5
96.144,2.22853,11.81828,21.76303,0.11634,0.5
96.244,2.2198,11.82667,21.67772,0.11643,0.5
96.344,2.21165,11.7632,21.59817,0.1158,0.5
96.444,2.20351,11.72071,21.51863,0.11538,0.5
96.544,2.19489,11.71287,21.43446,0.11531,0.5
96.644,2.18662,11.67599,21.35376,0.11494,0.5
96.744,2.17824,11.64535,21.2719,0.11464,0.5
96.844,2.16998,11.59268,21.19121,0.11412,0.5
96.944,2.16183,11.54333,21.11166,0.11364,0.5
97.044,2.15345,11.53497,21.0298,0.11355,0.5
97.144,2.14495,11.48129,20.94679,0.11303,0.5
97.244,2.13692,11.4252,20.8684,0.11247,0.5
97.344,2.12831,11.43222,20.78423,0.11254,0.5
97.444,2.12004,11.36575,20.70353,0.11189,0.5
97.544,2.11166,11.30735,20.62168,0.11131,0.5
97.644,2.1034,11.30229,20.54098,0.11126,0.5
97.744,2.09501,11.269,20.45912,0.11094,0.5
97.844,2.08651,11.22311,20.37611,0.11048,0.5
97.944,2.07813,11.16259,20.29426,0.10989,0.5
98.044,2.06999,11.13362,20.21471,0.1096,0.5
98.144,2.06149,11.11829,20.1317,0.10945,0.5
98.244,2.05322,11.04865,20.051,0.10877,0.5
98.344,2.04496,11.0268,19.9703,0.10855,0.5
98.444,2.03669,10.98512,19.8896,0.10814,0.5
98.544,2.02855,10.94318,19.81005,0.10773,0.5
98.644,2.02005,10.91545,19.72703,0.10746,0.5
98.744,2.01178,10.83156,19.64634,0.10663,0.5
98.844,2.00352,10.82657,19.56563,0.10658,0.5
98.944,1.99502,10.8201,19.48263,0.10652,0.5
99.044,1.98664,10.78155,19.40077,0.10614,0.5
99.144,1.97826,10.71962,19.31892,0.10553,0.5
99.244,1.96988,10.64107,19.23706,0.10475,0.5
99.344,1.96161,10.67762,19.15636,0.10511,0.5
99.444,1.95311,10.60462,19.07335,0.1044,0.5
99.544,1.94497,10.57564,18.9938,0.10411,0.5
99.644,1.9367,10.5534,18.9131,0.10389,0.5
99.744,1.9282,10.49877,18.83009,0.10335,0.5
99.844,1.92006,10.46342,18.75054,0.10301,0.5
99.944,1.91179,10.42336,18.66984,0.10261,0.5
100.044,1.90329,10.38533,18.58683,0.10224,0.5
100.144,1.89538,10.32029,18.50959,0.1016,0.5
100.244,1.88665,10.31856,18.42428,0.10158,0.5
100.344,1.87826,10.26842,18.34242,0.10109,0.5
100.444,1.87,10.22142,18.26172,0.10062,0.5
100.544,1.8615,10.19424,18.17871,0.10036,0.5
100.644,1.85312,10.1335,18.09686,0.09976,0.5
100.744,1.84521,10.12122,18.01961,0.09964,0.5
100.844,1.83647,10.07091,17.9343,0.09914,0.5
100.944,1.82833,10.01744,17.85475,0.09862,0.5
101.044,1.82006,10.00256,17.77405,0.09847,0.5
101.144,1.81168,9.95183,17.69219,0.09797,0.5
101.244,1.80342,9.93172,17.61149,0.09777,0.5
101.344,1.79503,9.88932,17.52964,0.09735,0.5
101.444,1.78653,9.84772,17.44663,0.09694,0.5
101.544,1.77863,9.79824,17.36939,0.09646,0.5
101.644,1.77001,9.76404,17.28522,0.09612,0.5
101.744,1.76174,9.7505,17.20452,0.09599,0.5
101.844,1.75336,9.68144,17.12267,0.09531,0.5
101.944,1.74474,9.63304,17.03851,0.09483,0.5
102.044,1.7366,9.61875,16.95896,0.09469,0.5
102.144,1.72822,9.54713,16.8771,0.09399,0.5
102.244,1.71983,9.49126,16.79525,0.09344,0.5
102.344,1.71181,9.4775,16.71685,0.0933,0.5
102.444,1.70342,9.38976,16.635,0.09244,0.5
102.544,1.69504,9.39663,16.55314,0.0925,0.5
102.644,1.6869,9.37588,16.47359,0.0923,0.5
102.744,1.67828,9.3308,16.38943,0.09186,0.5
102.844,1.67013,9.26271,16.30988,0.09119,0.5
102.944,1.66187,9.21469,16.22918,0.09071,0.5
103.044,1.65349,9.16542,16.14733,0.09023,0.5
103.144,1.64499,9.13933,16.06432,0.08997,0.5
103.244,1.6366,9.11092,15.98246,0.08969,0.5
103.344,1.6281,9.03457,15.89945,0.08894,0.5
103.444,1.61996,9.04951,15.81991,0.08909,0.5
103.544,1.61158,8.96938,15.73805,0.0883,0.5
103.644,1.60343,8.92558,15.6585,0.08787,0.5
103.744,1.59505,8.8914,15.57665,0.08753,0.5
103.844,1.58678,8.85816,15.49594,0.0872,0.5
103.944,1.57852,8.80914,15.41524,0.08672,0.5
104.044,1.5699,8.7591,15.33108,0.08623,0.5
104.144,1.56152,8.72362,15.24923,0.08588,0.5
